target,loss,explainer,n_pairs,n_flipped,flip_rate
3EJ1-5BP,MSE,shap,74,12,0.16216216216216217
3ELM-24F,MSE,cam,127,42,0.33070866141732286
3ELM-24F,MSE,diff,127,41,0.3228346456692913
3ELM-24F,MSE,gradcam,127,15,0.11811023622047244
3ELM-24F,MSE,gradinput,127,9,0.07086614173228346
3ELM-24F,MSE,ig,127,9,0.07086614173228346
3ELM-24F,MSE,shap,127,32,0.25196850393700787
3EQM-ASD,MSE,cam,530,72,0.13584905660377358
3EQM-ASD,MSE,diff,530,16,0.03018867924528302
3EQM-ASD,MSE,gradcam,530,34,0.06415094339622641
3EQM-ASD,MSE,gradinput,530,45,0.08490566037735849
3EQM-ASD,MSE,ig,530,31,0.05849056603773585
3EQM-ASD,MSE,shap,530,88,0.1660377358490566
3EYG-MI1,MSE,cam,653,178,0.2725880551301684
3EYG-MI1,MSE,diff,653,56,0.08575803981623277
3EYG-MI1,MSE,gradcam,653,124,0.18989280245022971
3EYG-MI1,MSE,gradinput,653,91,0.13935681470137826
3EYG-MI1,MSE,ig,653,58,0.0888208269525268
3EYG-MI1,MSE,shap,653,171,0.26186830015313933
3F5P-741,MSE,cam,18,0,0.0
3F5P-741,MSE,diff,18,4,0.2222222222222222
3F5P-741,MSE,gradcam,18,0,0.0
3F5P-741,MSE,gradinput,18,5,0.2777777777777778
3F5P-741,MSE,ig,18,0,0.0
3F5P-741,MSE,shap,18,5,0.2777777777777778
3F7Z-34O,MSE,cam,24,22,0.9166666666666666
3F7Z-34O,MSE,diff,24,4,0.16666666666666666
3F7Z-34O,MSE,gradcam,24,3,0.125
3F7Z-34O,MSE,gradinput,24,4,0.16666666666666666
3F7Z-34O,MSE,ig,24,4,0.16666666666666666
3F7Z-34O,MSE,shap,24,7,0.2916666666666667
3FH5-24P,MSE,cam,323,68,0.21052631578947367
3FH5-24P,MSE,diff,323,20,0.06191950464396285
3FH5-24P,MSE,gradcam,323,32,0.09907120743034056
3FH5-24P,MSE,gradinput,323,24,0.07430340557275542
3FH5-24P,MSE,ig,323,28,0.08668730650154799
3FH5-24P,MSE,shap,323,64,0.19814241486068113
3FPM-793,MSE,cam,16,7,0.4375
3FPM-793,MSE,diff,16,2,0.125
3FPM-793,MSE,gradcam,16,1,0.0625
3FPM-793,MSE,gradinput,16,0,0.0
3FPM-793,MSE,ig,16,1,0.0625
3FPM-793,MSE,shap,16,1,0.0625
3FYJ-B97,MSE,cam,89,16,0.1797752808988764
3FYJ-B97,MSE,diff,89,6,0.06741573033707865
3FYJ-B97,MSE,gradcam,89,4,0.0449438202247191
3FYJ-B97,MSE,gradinput,89,3,0.033707865168539325
3FYJ-B97,MSE,ig,89,3,0.033707865168539325
3FYJ-B97,MSE,shap,89,16,0.1797752808988764
3G0B-T22,MSE,cam,184,60,0.32608695652173914
3G0B-T22,MSE,diff,184,17,0.09239130434782608
3G0B-T22,MSE,gradcam,184,13,0.07065217391304347
3G0B-T22,MSE,gradinput,184,15,0.08152173913043478
3G0B-T22,MSE,ig,184,9,0.04891304347826087
3G0B-T22,MSE,shap,184,51,0.27717391304347827
3G3E-G3E,MSE,cam,13,7,0.5384615384615384
3G3E-G3E,MSE,diff,13,0,0.0
3G3E-G3E,MSE,gradcam,13,2,0.15384615384615385
3G3E-G3E,MSE,gradinput,13,3,0.23076923076923078
3G3E-G3E,MSE,ig,13,1,0.07692307692307693
3G3E-G3E,MSE,shap,13,0,0.0
3G6Z-A7T,MSE,cam,185,15,0.08108108108108109
3G6Z-A7T,MSE,diff,185,7,0.03783783783783784
3G6Z-A7T,MSE,gradcam,185,18,0.0972972972972973
3G6Z-A7T,MSE,gradinput,185,56,0.3027027027027027
3G6Z-A7T,MSE,ig,185,13,0.07027027027027027
3G6Z-A7T,MSE,shap,185,63,0.34054054054054056
3GW5-72X,MSE,cam,227,52,0.2290748898678414
3GW5-72X,MSE,diff,227,41,0.18061674008810572
3GW5-72X,MSE,gradcam,227,38,0.16740088105726872
3GW5-72X,MSE,gradinput,227,46,0.2026431718061674
3GW5-72X,MSE,ig,227,19,0.08370044052863436
3GW5-72X,MSE,shap,227,73,0.32158590308370044
3HPT-YET,MSE,cam,71,1,0.014084507042253521
3HPT-YET,MSE,diff,71,6,0.08450704225352113
3HPT-YET,MSE,gradcam,71,5,0.07042253521126761
3HPT-YET,MSE,gradinput,71,4,0.056338028169014086
3HPT-YET,MSE,ig,71,1,0.014084507042253521
3HPT-YET,MSE,shap,71,16,0.22535211267605634
3I7G-732,MSE,cam,69,34,0.4927536231884058
3I7G-732,MSE,diff,69,8,0.11594202898550725
3I7G-732,MSE,gradcam,69,9,0.13043478260869565
3I7G-732,MSE,gradinput,69,5,0.07246376811594203
3I7G-732,MSE,ig,69,15,0.21739130434782608
3I7G-732,MSE,shap,69,22,0.3188405797101449
3IG6-438,MSE,cam,13,1,0.07692307692307693
3IG6-438,MSE,diff,13,0,0.0
3IG6-438,MSE,gradcam,13,2,0.15384615384615385
3IG6-438,MSE,gradinput,13,0,0.0
3IG6-438,MSE,ig,13,1,0.07692307692307693
3IG6-438,MSE,shap,13,1,0.07692307692307693
3IGB-454,MSE,cam,23,6,0.2608695652173913
3IGB-454,MSE,diff,23,2,0.08695652173913043
3IGB-454,MSE,gradcam,23,3,0.13043478260869565
3IGB-454,MSE,gradinput,23,0,0.0
3IGB-454,MSE,ig,23,4,0.17391304347826086
3IGB-454,MSE,shap,23,4,0.17391304347826086
3II5-831,MSE,cam,72,4,0.05555555555555555
3II5-831,MSE,diff,72,3,0.041666666666666664
3II5-831,MSE,gradcam,72,6,0.08333333333333333
3II5-831,MSE,gradinput,72,9,0.125
3II5-831,MSE,ig,72,2,0.027777777777777776
3II5-831,MSE,shap,72,25,0.3472222222222222
3IN3-472,MSE,cam,1209,364,0.3010752688172043
3IN3-472,MSE,diff,1209,137,0.11331679073614558
3IN3-472,MSE,gradcam,1209,138,0.1141439205955335
3IN3-472,MSE,gradinput,1209,114,0.09429280397022333
3IN3-472,MSE,ig,1209,116,0.09594706368899918
3IN3-472,MSE,shap,1209,323,0.26716294458229944
3IND-593,MSE,cam,5976,1435,0.2401271753681392
3IND-593,MSE,diff,5976,695,0.11629852744310576
3IND-593,MSE,gradcam,5976,1450,0.24263721552878179
3IND-593,MSE,gradinput,5976,929,0.15545515394912984
3IND-593,MSE,ig,5976,691,0.11562918340026773
3IND-593,MSE,shap,5976,1720,0.2878179384203481
3IO7-1P5,MSE,cam,40,8,0.2
3IO7-1P5,MSE,diff,40,2,0.05
3IO7-1P5,MSE,gradcam,40,2,0.05
3IO7-1P5,MSE,gradinput,40,7,0.175
3IO7-1P5,MSE,ig,40,4,0.1
3IO7-1P5,MSE,shap,40,6,0.15
3IWE-646,MSE,cam,195,47,0.24102564102564103
3IWE-646,MSE,diff,195,15,0.07692307692307693
3IWE-646,MSE,gradcam,195,14,0.07179487179487179
3IWE-646,MSE,gradinput,195,12,0.06153846153846154
3IWE-646,MSE,ig,195,17,0.08717948717948718
3IWE-646,MSE,shap,195,45,0.23076923076923078
3JSI-WTC,MSE,cam,296,123,0.4155405405405405
3JSI-WTC,MSE,diff,296,8,0.02702702702702703
3JSI-WTC,MSE,gradcam,296,28,0.0945945945945946
3JSI-WTC,MSE,gradinput,296,25,0.08445945945945946
3JSI-WTC,MSE,ig,296,15,0.05067567567567568
3JSI-WTC,MSE,shap,296,93,0.3141891891891892
3K3B-L31,MSE,cam,88,11,0.125
3K3B-L31,MSE,diff,88,4,0.045454545454545456
3K3B-L31,MSE,gradcam,88,12,0.13636363636363635
3K3B-L31,MSE,gradinput,88,7,0.07954545454545454
3K3B-L31,MSE,ig,88,7,0.07954545454545454
3K3B-L31,MSE,shap,88,24,0.2727272727272727
3K5F-AYH,MSE,cam,31,5,0.16129032258064516
3K5F-AYH,MSE,diff,31,0,0.0
3K5F-AYH,MSE,gradcam,31,1,0.03225806451612903
3K5F-AYH,MSE,gradinput,31,0,0.0
3K5F-AYH,MSE,ig,31,2,0.06451612903225806
3K5F-AYH,MSE,shap,31,8,0.25806451612903225
3KFC-61X,MSE,cam,89,7,0.07865168539325842
3KFC-61X,MSE,diff,89,2,0.02247191011235955
3KFC-61X,MSE,gradcam,89,7,0.07865168539325842
3KFC-61X,MSE,gradinput,89,6,0.06741573033707865
3KFC-61X,MSE,ig,89,12,0.1348314606741573
3KFC-61X,MSE,shap,89,19,0.21348314606741572
3KWB-ORH,MSE,cam,14,1,0.07142857142857142
3KWB-ORH,MSE,diff,14,0,0.0
3KWB-ORH,MSE,gradcam,14,0,0.0
3KWB-ORH,MSE,gradinput,14,0,0.0
3KWB-ORH,MSE,ig,14,0,0.0
3KWB-ORH,MSE,shap,14,1,0.07142857142857142
3KWF-B1Q,MSE,cam,182,26,0.14285714285714285
3KWF-B1Q,MSE,diff,182,7,0.038461538461538464
3KWF-B1Q,MSE,gradcam,182,14,0.07692307692307693
3KWF-B1Q,MSE,gradinput,182,5,0.027472527472527472
3KWF-B1Q,MSE,ig,182,7,0.038461538461538464
3KWF-B1Q,MSE,shap,182,41,0.22527472527472528
3KWZ-KWZ,MSE,cam,95,25,0.2631578947368421
3KWZ-KWZ,MSE,diff,95,9,0.09473684210526316
3KWZ-KWZ,MSE,gradcam,95,24,0.25263157894736843
3KWZ-KWZ,MSE,gradinput,95,0,0.0
3KWZ-KWZ,MSE,ig,95,11,0.11578947368421053
3KWZ-KWZ,MSE,shap,95,17,0.17894736842105263
3KYR-038,MSE,cam,20,10,0.5
3KYR-038,MSE,diff,20,0,0.0
3KYR-038,MSE,gradcam,20,2,0.1
3KYR-038,MSE,gradinput,20,3,0.15
3KYR-038,MSE,ig,20,1,0.05
3KYR-038,MSE,shap,20,5,0.25
3L08-ZIG,MSE,cam,44,6,0.13636363636363635
3L08-ZIG,MSE,diff,44,1,0.022727272727272728
3L08-ZIG,MSE,gradcam,44,7,0.1590909090909091
3L08-ZIG,MSE,gradinput,44,12,0.2727272727272727
3L08-ZIG,MSE,ig,44,1,0.022727272727272728
3L08-ZIG,MSE,shap,44,12,0.2727272727272727
3L9H-EMQ,MSE,cam,105,13,0.12380952380952381
3L9H-EMQ,MSE,diff,105,3,0.02857142857142857
3L9H-EMQ,MSE,gradcam,105,10,0.09523809523809523
3L9H-EMQ,MSE,gradinput,105,2,0.01904761904761905
3L9H-EMQ,MSE,ig,105,18,0.17142857142857143
3L9H-EMQ,MSE,shap,105,22,0.20952380952380953
3M6F-BJZ,MSE,cam,26,5,0.19230769230769232
3M6F-BJZ,MSE,diff,26,0,0.0
3M6F-BJZ,MSE,gradcam,26,3,0.11538461538461539
3M6F-BJZ,MSE,gradinput,26,4,0.15384615384615385
3M6F-BJZ,MSE,ig,26,1,0.038461538461538464
3M6F-BJZ,MSE,shap,26,5,0.19230769230769232
3N0T-OPY,MSE,cam,261,71,0.2720306513409962
3N0T-OPY,MSE,diff,261,25,0.09578544061302682
3N0T-OPY,MSE,gradcam,261,33,0.12643678160919541
3N0T-OPY,MSE,gradinput,261,35,0.13409961685823754
3N0T-OPY,MSE,ig,261,21,0.08045977011494253
3N0T-OPY,MSE,shap,261,56,0.21455938697318008
3N3G-93N,MSE,cam,21,4,0.19047619047619047
3N3G-93N,MSE,diff,21,1,0.047619047619047616
3N3G-93N,MSE,gradcam,21,1,0.047619047619047616
3N3G-93N,MSE,gradinput,21,1,0.047619047619047616
3N3G-93N,MSE,ig,21,3,0.14285714285714285
3N3G-93N,MSE,shap,21,5,0.23809523809523808
3N7R-N7R,MSE,cam,62,10,0.16129032258064516
3N7R-N7R,MSE,diff,62,0,0.0
3N7R-N7R,MSE,gradcam,62,6,0.0967741935483871
3N7R-N7R,MSE,gradinput,62,1,0.016129032258064516
3N7R-N7R,MSE,ig,62,1,0.016129032258064516
3N7R-N7R,MSE,shap,62,17,0.27419354838709675
3NC9-TR3,MSE,cam,56,26,0.4642857142857143
3NC9-TR3,MSE,diff,56,3,0.05357142857142857
3NC9-TR3,MSE,gradcam,56,5,0.08928571428571429
3NC9-TR3,MSE,gradinput,56,9,0.16071428571428573
3NC9-TR3,MSE,ig,56,1,0.017857142857142856
3NC9-TR3,MSE,shap,56,13,0.23214285714285715
3NUN-JMZ,MSE,cam,67,24,0.3582089552238806
3NUN-JMZ,MSE,diff,67,3,0.04477611940298507
3NUN-JMZ,MSE,gradcam,67,11,0.16417910447761194
3NUN-JMZ,MSE,gradinput,67,8,0.11940298507462686
3NUN-JMZ,MSE,ig,67,9,0.13432835820895522
3NUN-JMZ,MSE,shap,67,11,0.16417910447761194
3O9L-LPN,MSE,cam,270,211,0.7814814814814814
3O9L-LPN,MSE,diff,270,0,0.0
3O9L-LPN,MSE,gradcam,270,58,0.21481481481481482
3O9L-LPN,MSE,gradinput,270,49,0.1814814814814815
3O9L-LPN,MSE,ig,270,159,0.5888888888888889
3O9L-LPN,MSE,shap,270,82,0.3037037037037037
3OCS-746,MSE,cam,460,107,0.2326086956521739
3OCS-746,MSE,diff,460,41,0.0891304347826087
3OCS-746,MSE,gradcam,460,98,0.21304347826086956
3OCS-746,MSE,gradinput,460,72,0.1565217391304348
3OCS-746,MSE,ig,460,126,0.27391304347826084
3OCS-746,MSE,shap,460,150,0.32608695652173914
3OOT-SSR,MSE,cam,151,28,0.18543046357615894
3OOT-SSR,MSE,diff,151,5,0.033112582781456956
3OOT-SSR,MSE,gradcam,151,15,0.09933774834437085
3OOT-SSR,MSE,gradinput,151,20,0.13245033112582782
3OOT-SSR,MSE,ig,151,39,0.2582781456953642
3OOT-SSR,MSE,shap,151,41,0.271523178807947
3OQK-S52,MSE,cam,384,67,0.17447916666666666
3OQK-S52,MSE,diff,384,26,0.06770833333333333
3OQK-S52,MSE,gradcam,384,62,0.16145833333333334
3OQK-S52,MSE,gradinput,384,64,0.16666666666666666
3OQK-S52,MSE,ig,384,25,0.06510416666666667
3OQK-S52,MSE,shap,384,86,0.22395833333333334
3OT8-MI5,MSE,cam,132,18,0.13636363636363635
3OT8-MI5,MSE,diff,132,8,0.06060606060606061
3OT8-MI5,MSE,gradcam,132,13,0.09848484848484848
3OT8-MI5,MSE,gradinput,132,9,0.06818181818181818
3OT8-MI5,MSE,ig,132,5,0.03787878787878788
3OT8-MI5,MSE,shap,132,31,0.23484848484848486
3OY1-589,MSE,cam,15,4,0.26666666666666666
3OY1-589,MSE,diff,15,1,0.06666666666666667
3OY1-589,MSE,gradcam,15,0,0.0
3OY1-589,MSE,gradinput,15,3,0.2
3OY1-589,MSE,ig,15,4,0.26666666666666666
3OY1-589,MSE,shap,15,2,0.13333333333333333
3PA3-C70,MSE,cam,92,7,0.07608695652173914
3PA3-C70,MSE,diff,92,1,0.010869565217391304
3PA3-C70,MSE,gradcam,92,12,0.13043478260869565
3PA3-C70,MSE,gradinput,92,5,0.05434782608695652
3PA3-C70,MSE,ig,92,6,0.06521739130434782
3PA3-C70,MSE,shap,92,20,0.21739130434782608
3PBB-PBD,MSE,cam,207,120,0.5797101449275363
3PBB-PBD,MSE,diff,207,24,0.11594202898550725
3PBB-PBD,MSE,gradcam,207,15,0.07246376811594203
3PBB-PBD,MSE,gradinput,207,20,0.0966183574879227
3PBB-PBD,MSE,ig,207,7,0.033816425120772944
3PBB-PBD,MSE,shap,207,45,0.21739130434782608
3PI5-3P5,MSE,cam,158,45,0.2848101265822785
3PI5-3P5,MSE,diff,158,7,0.04430379746835443
3PI5-3P5,MSE,gradcam,158,8,0.05063291139240506
3PI5-3P5,MSE,gradinput,158,3,0.0189873417721519
3PI5-3P5,MSE,ig,158,7,0.04430379746835443
3PI5-3P5,MSE,shap,158,38,0.24050632911392406
3POZ-03P,MSE,cam,44,5,0.11363636363636363
3POZ-03P,MSE,diff,44,1,0.022727272727272728
3POZ-03P,MSE,gradcam,44,5,0.11363636363636363
3POZ-03P,MSE,gradinput,44,1,0.022727272727272728
3POZ-03P,MSE,ig,44,0,0.0
3POZ-03P,MSE,shap,44,9,0.20454545454545456
3Q32-J2I,MSE,cam,15,2,0.13333333333333333
3Q32-J2I,MSE,diff,15,8,0.5333333333333333
3Q32-J2I,MSE,gradcam,15,3,0.2
3Q32-J2I,MSE,gradinput,15,1,0.06666666666666667
3Q32-J2I,MSE,ig,15,4,0.26666666666666666
3Q32-J2I,MSE,shap,15,3,0.2
3Q3K-D90,MSE,cam,137,23,0.1678832116788321
3Q3K-D90,MSE,diff,137,8,0.058394160583941604
3Q3K-D90,MSE,gradcam,137,35,0.25547445255474455
3Q3K-D90,MSE,gradinput,137,5,0.0364963503649635
3Q3K-D90,MSE,ig,137,12,0.08759124087591241
3Q3K-D90,MSE,shap,137,43,0.31386861313868614
3Q3T-RX0,MSE,cam,19,2,0.10526315789473684
3Q3T-RX0,MSE,diff,19,0,0.0
3Q3T-RX0,MSE,gradcam,19,3,0.15789473684210525
3Q3T-RX0,MSE,gradinput,19,1,0.05263157894736842
3Q3T-RX0,MSE,ig,19,2,0.10526315789473684
3Q3T-RX0,MSE,shap,19,7,0.3684210526315789
3Q8W-AZV,MSE,cam,57,15,0.2631578947368421
3Q8W-AZV,MSE,diff,57,3,0.05263157894736842
3Q8W-AZV,MSE,gradcam,57,2,0.03508771929824561
3Q8W-AZV,MSE,gradinput,57,9,0.15789473684210525
3Q8W-AZV,MSE,ig,57,4,0.07017543859649122
3Q8W-AZV,MSE,shap,57,9,0.15789473684210525
3Q92-XNB,MSE,cam,113,6,0.05309734513274336
3Q92-XNB,MSE,diff,113,11,0.09734513274336283
3Q92-XNB,MSE,gradcam,113,12,0.10619469026548672
3Q92-XNB,MSE,gradinput,113,11,0.09734513274336283
3Q92-XNB,MSE,ig,113,11,0.09734513274336283
3Q92-XNB,MSE,shap,113,21,0.18584070796460178
3QAQ-QAQ,MSE,cam,20,5,0.25
3QAQ-QAQ,MSE,diff,20,0,0.0
3QAQ-QAQ,MSE,gradcam,20,0,0.0
3QAQ-QAQ,MSE,gradinput,20,1,0.05
3QAQ-QAQ,MSE,ig,20,1,0.05
3QAQ-QAQ,MSE,shap,20,7,0.35
3R43-ID8,MSE,cam,79,34,0.43037974683544306
3R43-ID8,MSE,diff,79,3,0.0379746835443038
3R43-ID8,MSE,gradcam,79,9,0.11392405063291139
3R43-ID8,MSE,gradinput,79,6,0.0759493670886076
3R43-ID8,MSE,ig,79,3,0.0379746835443038
3R43-ID8,MSE,shap,79,12,0.1518987341772152
3RO4-LJ9,MSE,cam,28,5,0.17857142857142858
3RO4-LJ9,MSE,diff,28,2,0.07142857142857142
3RO4-LJ9,MSE,gradcam,28,2,0.07142857142857142
3RO4-LJ9,MSE,gradinput,28,3,0.10714285714285714
3RO4-LJ9,MSE,ig,28,0,0.0
3RO4-LJ9,MSE,shap,28,5,0.17857142857142858
3RUK-AER,MSE,cam,37,1,0.02702702702702703
3RUK-AER,MSE,diff,37,3,0.08108108108108109
3RUK-AER,MSE,gradcam,37,1,0.02702702702702703
3RUK-AER,MSE,gradinput,37,4,0.10810810810810811
3RUK-AER,MSE,ig,37,1,0.02702702702702703
3RUK-AER,MSE,shap,37,6,0.16216216216216217
3S7S-EXM,MSE,cam,179,12,0.0670391061452514
3S7S-EXM,MSE,diff,179,6,0.0335195530726257
3S7S-EXM,MSE,gradcam,179,6,0.0335195530726257
3S7S-EXM,MSE,gradinput,179,2,0.0111731843575419
3S7S-EXM,MSE,ig,179,4,0.0223463687150838
3S7S-EXM,MSE,shap,179,13,0.07262569832402235
3SHY-5FO,MSE,cam,829,96,0.1158021712907117
3SHY-5FO,MSE,diff,829,72,0.08685162846803378
3SHY-5FO,MSE,gradcam,829,108,0.13027744270205066
3SHY-5FO,MSE,gradinput,829,72,0.08685162846803378
3SHY-5FO,MSE,ig,829,45,0.054282267792521106
3SHY-5FO,MSE,shap,829,224,0.27020506634499397
3SWZ-TOK,MSE,cam,13,0,0.0
3SWZ-TOK,MSE,diff,13,0,0.0
3SWZ-TOK,MSE,gradcam,13,4,0.3076923076923077
3SWZ-TOK,MSE,gradinput,13,0,0.0
3SWZ-TOK,MSE,ig,13,1,0.07692307692307693
3SWZ-TOK,MSE,shap,13,2,0.15384615384615385
3TJC-0TP,MSE,cam,14,1,0.07142857142857142
3TJC-0TP,MSE,diff,14,0,0.0
3TJC-0TP,MSE,gradcam,14,2,0.14285714285714285
3TJC-0TP,MSE,gradinput,14,0,0.0
3TJC-0TP,MSE,ig,14,1,0.07142857142857142
3TJC-0TP,MSE,shap,14,4,0.2857142857142857
3TK5-D1Q,MSE,cam,13,3,0.23076923076923078
3TK5-D1Q,MSE,diff,13,1,0.07692307692307693
3TK5-D1Q,MSE,gradcam,13,3,0.23076923076923078
3TK5-D1Q,MSE,gradinput,13,0,0.0
3TK5-D1Q,MSE,ig,13,7,0.5384615384615384
3TK5-D1Q,MSE,shap,13,4,0.3076923076923077
3TKH-07S,MSE,cam,119,22,0.18487394957983194
3TKH-07S,MSE,diff,119,10,0.08403361344537816
3TKH-07S,MSE,gradcam,119,16,0.13445378151260504
3TKH-07S,MSE,gradinput,119,3,0.025210084033613446
3TKH-07S,MSE,ig,119,28,0.23529411764705882
3TKH-07S,MSE,shap,119,28,0.23529411764705882
3TV7-07Q,MSE,cam,264,30,0.11363636363636363
3TV7-07Q,MSE,diff,264,7,0.026515151515151516
3TV7-07Q,MSE,gradcam,264,17,0.06439393939393939
3TV7-07Q,MSE,gradinput,264,21,0.07954545454545454
3TV7-07Q,MSE,ig,264,8,0.030303030303030304
3TV7-07Q,MSE,shap,264,54,0.20454545454545456
3U6H-03X,MSE,cam,349,95,0.2722063037249284
3U6H-03X,MSE,diff,349,6,0.017191977077363897
3U6H-03X,MSE,gradcam,349,48,0.13753581661891118
3U6H-03X,MSE,gradinput,349,47,0.1346704871060172
3U6H-03X,MSE,ig,349,18,0.05157593123209169
3U6H-03X,MSE,shap,349,89,0.25501432664756446
3U9N-09H,MSE,cam,38,4,0.10526315789473684
3U9N-09H,MSE,diff,38,3,0.07894736842105263
3U9N-09H,MSE,gradcam,38,0,0.0
3U9N-09H,MSE,gradinput,38,6,0.15789473684210525
3U9N-09H,MSE,ig,38,4,0.10526315789473684
3U9N-09H,MSE,shap,38,6,0.15789473684210525
3UFL-508,MSE,cam,16,2,0.125
3UFL-508,MSE,diff,16,3,0.1875
3UFL-508,MSE,gradcam,16,1,0.0625
3UFL-508,MSE,gradinput,16,1,0.0625
3UFL-508,MSE,ig,16,2,0.125
3UFL-508,MSE,shap,16,5,0.3125
3UMW-596,MSE,cam,27,6,0.2222222222222222
3UMW-596,MSE,diff,27,0,0.0
3UMW-596,MSE,gradcam,27,1,0.037037037037037035
3UMW-596,MSE,gradinput,27,2,0.07407407407407407
3UMW-596,MSE,ig,27,0,0.0
3UMW-596,MSE,shap,27,3,0.1111111111111111
3VHE-42Q,MSE,cam,52,6,0.11538461538461539
3VHE-42Q,MSE,diff,52,5,0.09615384615384616
3VHE-42Q,MSE,gradcam,52,1,0.019230769230769232
3VHE-42Q,MSE,gradinput,52,2,0.038461538461538464
3VHE-42Q,MSE,ig,52,5,0.09615384615384616
3VHE-42Q,MSE,shap,52,12,0.23076923076923078
3VJC-ZGA,MSE,cam,29,1,0.034482758620689655
3VJC-ZGA,MSE,diff,29,1,0.034482758620689655
3VJC-ZGA,MSE,gradcam,29,4,0.13793103448275862
3VJC-ZGA,MSE,gradinput,29,2,0.06896551724137931
3VJC-ZGA,MSE,ig,29,2,0.06896551724137931
3VJC-ZGA,MSE,shap,29,9,0.3103448275862069
3VSW-R31,MSE,cam,69,38,0.5507246376811594
3VSW-R31,MSE,diff,69,2,0.028985507246376812
3VSW-R31,MSE,gradcam,69,15,0.21739130434782608
3VSW-R31,MSE,gradinput,69,3,0.043478260869565216
3VSW-R31,MSE,ig,69,1,0.014492753623188406
3VSW-R31,MSE,shap,69,20,0.2898550724637681
3VV6-B00,MSE,cam,34,3,0.08823529411764706
3VV6-B00,MSE,diff,34,1,0.029411764705882353
3VV6-B00,MSE,gradcam,34,7,0.20588235294117646
3VV6-B00,MSE,gradinput,34,1,0.029411764705882353
3VV6-B00,MSE,ig,34,13,0.38235294117647056
3VV6-B00,MSE,shap,34,6,0.17647058823529413
3W2T-LF7,MSE,cam,303,70,0.23102310231023102
3W2T-LF7,MSE,diff,303,37,0.12211221122112212
3W2T-LF7,MSE,gradcam,303,27,0.0891089108910891
3W2T-LF7,MSE,gradinput,303,44,0.14521452145214522
3W2T-LF7,MSE,ig,303,81,0.26732673267326734
3W2T-LF7,MSE,shap,303,76,0.2508250825082508
3WBL-PDY,MSE,cam,21,5,0.23809523809523808
3WBL-PDY,MSE,diff,21,4,0.19047619047619047
3WBL-PDY,MSE,gradcam,21,7,0.3333333333333333
3WBL-PDY,MSE,gradinput,21,6,0.2857142857142857
3WBL-PDY,MSE,ig,21,5,0.23809523809523808
3WBL-PDY,MSE,shap,21,6,0.2857142857142857
3WK4-S0A,MSE,cam,75,29,0.38666666666666666
3WK4-S0A,MSE,diff,75,1,0.013333333333333334
3WK4-S0A,MSE,gradcam,75,35,0.4666666666666667
3WK4-S0A,MSE,gradinput,75,8,0.10666666666666667
3WK4-S0A,MSE,ig,75,4,0.05333333333333334
3WK4-S0A,MSE,shap,75,10,0.13333333333333333
3WV1-WHH,MSE,cam,504,78,0.15476190476190477
3WV1-WHH,MSE,diff,504,21,0.041666666666666664
3WV1-WHH,MSE,gradcam,504,53,0.10515873015873016
3WV1-WHH,MSE,gradinput,504,36,0.07142857142857142
3WV1-WHH,MSE,ig,504,37,0.07341269841269842
3WV1-WHH,MSE,shap,504,127,0.251984126984127
3WZJ-O43,MSE,cam,72,1,0.013888888888888888
3WZJ-O43,MSE,diff,72,7,0.09722222222222222
3WZJ-O43,MSE,gradcam,72,4,0.05555555555555555
3WZJ-O43,MSE,gradinput,72,7,0.09722222222222222
3WZJ-O43,MSE,ig,72,16,0.2222222222222222
3WZJ-O43,MSE,shap,72,21,0.2916666666666667
3WZK-O23,MSE,cam,350,67,0.19142857142857142
3WZK-O23,MSE,diff,350,28,0.08
3WZK-O23,MSE,gradcam,350,31,0.08857142857142856
3WZK-O23,MSE,gradinput,350,46,0.13142857142857142
3WZK-O23,MSE,ig,350,13,0.037142857142857144
3WZK-O23,MSE,shap,350,93,0.26571428571428574
3ZIM-KKR,MSE,cam,30,8,0.26666666666666666
3ZIM-KKR,MSE,diff,30,1,0.03333333333333333
3ZIM-KKR,MSE,gradcam,30,3,0.1
3ZIM-KKR,MSE,gradinput,30,8,0.26666666666666666
3ZIM-KKR,MSE,ig,30,4,0.13333333333333333
3ZIM-KKR,MSE,shap,30,7,0.23333333333333334
3ZXH-E41,MSE,cam,360,56,0.15555555555555556
3ZXH-E41,MSE,diff,360,39,0.10833333333333334
3ZXH-E41,MSE,gradcam,360,26,0.07222222222222222
3ZXH-E41,MSE,gradinput,360,40,0.1111111111111111
3ZXH-E41,MSE,ig,360,76,0.2111111111111111
3ZXH-E41,MSE,shap,360,89,0.24722222222222223
4A7C-E46,MSE,cam,13,2,0.15384615384615385
4A7C-E46,MSE,diff,13,0,0.0
4A7C-E46,MSE,gradcam,13,4,0.3076923076923077
4A7C-E46,MSE,gradinput,13,1,0.07692307692307693
4A7C-E46,MSE,ig,13,0,0.0
4A7C-E46,MSE,shap,13,6,0.46153846153846156
4AEL-4HN,MSE,cam,103,34,0.3300970873786408
4AEL-4HN,MSE,diff,103,8,0.07766990291262135
4AEL-4HN,MSE,gradcam,103,19,0.18446601941747573
4AEL-4HN,MSE,gradinput,103,26,0.2524271844660194
4AEL-4HN,MSE,ig,103,16,0.1553398058252427
4AEL-4HN,MSE,shap,103,23,0.22330097087378642
4ANW-O92,MSE,cam,15,5,0.3333333333333333
4ANW-O92,MSE,diff,15,0,0.0
