estimand,threshold,dataset,rmse_ratio,ecfp_component_positive,positive_datasets_out_of_3
endpoint_deduplicated,1.3,CHEMBL236_Ki,1.1403189757735712,False,0
endpoint_deduplicated,1.31,CHEMBL214_Ki,1.0830819866865073,False,0
endpoint_deduplicated,1.31,CHEMBL235_EC50,1.1456465500709594,False,0
endpoint_deduplicated,1.31,CHEMBL236_Ki,1.1403189757735712,False,0
endpoint_deduplicated,1.32,CHEMBL214_Ki,1.0830819866865073,False,0
endpoint_deduplicated,1.32,CHEMBL235_EC50,1.1456465500709594,False,0
endpoint_deduplicated,1.32,CHEMBL236_Ki,1.1403189757735712,False,0
endpoint_deduplicated,1.33,CHEMBL214_Ki,1.0830819866865073,False,0
endpoint_deduplicated,1.33,CHEMBL235_EC50,1.1456465500709594,False,0
endpoint_deduplicated,1.33,CHEMBL236_Ki,1.1403189757735712,False,0
endpoint_deduplicated,1.34,CHEMBL214_Ki,1.0830819866865073,False,0
endpoint_deduplicated,1.34,CHEMBL235_EC50,1.1456465500709594,False,0
endpoint_deduplicated,1.34,CHEMBL236_Ki,1.1403189757735712,False,0
endpoint_deduplicated,1.35,CHEMBL214_Ki,1.0830819866865073,False,0
endpoint_deduplicated,1.35,CHEMBL235_EC50,1.1456465500709594,False,0
endpoint_deduplicated,1.35,CHEMBL236_Ki,1.1403189757735712,False,0
pair_equal,1.15,CHEMBL214_Ki,1.2538342195031138,True,3
pair_equal,1.15,CHEMBL235_EC50,1.2914205420505531,True,3
pair_equal,1.15,CHEMBL236_Ki,1.2912956278466368,True,3
pair_equal,1.16,CHEMBL214_Ki,1.2538342195031138,True,3
pair_equal,1.16,CHEMBL235_EC50,1.2914205420505531,True,3
pair_equal,1.16,CHEMBL236_Ki,1.2912956278466368,True,3
pair_equal,1.17,CHEMBL214_Ki,1.2538342195031138,True,3
pair_equal,1.17,CHEMBL235_EC50,1.2914205420505531,True,3
pair_equal,1.17,CHEMBL236_Ki,1.2912956278466368,True,3
pair_equal,1.18,CHEMBL214_Ki,1.2538342195031138,True,3
pair_equal,1.18,CHEMBL235_EC50,1.2914205420505531,True,3
pair_equal,1.18,CHEMBL236_Ki,1.2912956278466368,True,3
pair_equal,1.19,CHEMBL214_Ki,1.2538342195031138,True,3
pair_equal,1.19,CHEMBL235_EC50,1.2914205420505531,True,3
pair_equal,1.19,CHEMBL236_Ki,1.2912956278466368,True,3
pair_equal,1.2,CHEMBL214_Ki,1.2538342195031138,True,3
pair_equal,1.2,CHEMBL235_EC50,1.2914205420505531,True,3
pair_equal,1.2,CHEMBL236_Ki,1.2912956278466368,True,3
pair_equal,1.21,CHEMBL214_Ki,1.2538342195031138,True,3
pair_equal,1.21,CHEMBL235_EC50,1.2914205420505531,True,3
pair_equal,1.21,CHEMBL236_Ki,1.2912956278466368,True,3
pair_equal,1.22,CHEMBL214_Ki,1.2538342195031138,True,3
pair_equal,1.22,CHEMBL235_EC50,1.2914205420505531,True,3
pair_equal,1.22,CHEMBL236_Ki,1.2912956278466368,True,3
pair_equal,1.23,CHEMBL214_Ki,1.2538342195031138,True,3
pair_equal,1.23,CHEMBL235_EC50,1.2914205420505531,True,3
pair_equal,1.23,CHEMBL236_Ki,1.2912956278466368,True,3
pair_equal,1.24,CHEMBL214_Ki,1.2538342195031138,True,3
pair_equal,1.24,CHEMBL235_EC50,1.2914205420505531,True,3
pair_equal,1.24,CHEMBL236_Ki,1.2912956278466368,True,3
pair_equal,1.25,CHEMBL214_Ki,1.2538342195031138,True,3
pair_equal,1.25,CHEMBL235_EC50,1.2914205420505531,True,3
pair_equal,1.25,CHEMBL236_Ki,1.2912956278466368,True,3
pair_equal,1.26,CHEMBL214_Ki,1.2538342195031138,False,2
pair_equal,1.26,CHEMBL235_EC50,1.2914205420505531,True,2
pair_equal,1.26,CHEMBL236_Ki,1.2912956278466368,True,2
pair_equal,1.27,CHEMBL214_Ki,1.2538342195031138,False,2
pair_equal,1.27,CHEMBL235_EC50,1.2914205420505531,True,2
pair_equal,1.27,CHEMBL236_Ki,1.2912956278466368,True,2
pair_equal,1.28,CHEMBL214_Ki,1.2538342195031138,False,2
pair_equal,1.28,CHEMBL235_EC50,1.2914205420505531,True,2
pair_equal,1.28,CHEMBL236_Ki,1.2912956278466368,True,2
pair_equal,1.29,CHEMBL214_Ki,1.2538342195031138,False,2
pair_equal,1.29,CHEMBL235_EC50,1.2914205420505531,True,2
pair_equal,1.29,CHEMBL236_Ki,1.2912956278466368,True,2
pair_equal,1.3,CHEMBL214_Ki,1.2538342195031138,False,0
pair_equal,1.3,CHEMBL235_EC50,1.2914205420505531,False,0
pair_equal,1.3,CHEMBL236_Ki,1.2912956278466368,False,0
pair_equal,1.31,CHEMBL214_Ki,1.2538342195031138,False,0
pair_equal,1.31,CHEMBL235_EC50,1.2914205420505531,False,0
pair_equal,1.31,CHEMBL236_Ki,1.2912956278466368,False,0
pair_equal,1.32,CHEMBL214_Ki,1.2538342195031138,False,0
pair_equal,1.32,CHEMBL235_EC50,1.2914205420505531,False,0
pair_equal,1.32,CHEMBL236_Ki,1.2912956278466368,False,0
pair_equal,1.33,CHEMBL214_Ki,1.2538342195031138,False,0
pair_equal,1.33,CHEMBL235_EC50,1.2914205420505531,False,0
pair_equal,1.33,CHEMBL236_Ki,1.2912956278466368,False,0
pair_equal,1.34,CHEMBL214_Ki,1.2538342195031138,False,0
pair_equal,1.34,CHEMBL235_EC50,1.2914205420505531,False,0
pair_equal,1.34,CHEMBL236_Ki,1.2912956278466368,False,0
pair_equal,1.35,CHEMBL214_Ki,1.2538342195031138,False,0
pair_equal,1.35,CHEMBL235_EC50,1.2914205420505531,False,0
pair_equal,1.35,CHEMBL236_Ki,1.2912956278466368,False,0
inverse_multiplicity,1.15,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.15,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.15,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.16,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.16,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.16,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.17,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.17,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.17,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.18,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.18,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.18,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.19,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.19,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.19,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.2,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.2,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.2,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.21,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.21,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.21,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.22,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.22,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.22,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.23,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.23,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.23,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.24,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.24,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.24,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.25,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.25,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.25,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.26,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.26,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.26,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.27,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.27,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.27,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.28,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.28,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.28,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.29,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.29,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.29,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.3,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.3,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.3,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.31,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.31,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.31,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.32,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.32,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.32,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.33,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.33,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.33,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.34,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.34,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.34,CHEMBL236_Ki,1.1403189757735712,False,0
inverse_multiplicity,1.35,CHEMBL214_Ki,1.0830819866865073,False,0
inverse_multiplicity,1.35,CHEMBL235_EC50,1.1456465500709592,False,0
inverse_multiplicity,1.35,CHEMBL236_Ki,1.1403189757735712,False,0
